IncidentID,num_vehicles_involved,eCollisionManner,Longitude,Latitude,InjurySeverity,eIntersectionType,eCollisionManner,city_name,IncidentDateTime,cyclist_citations,driver_citations
2378596,2,SIDESWIPE_SAME_DIRECTION,-110.683326633967,35.0271723930643,4,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,WINSLOW,2010-07-20 05:09:00,FAILED_TO_KEEP_IN_PROPER_LANE,NO_IMPROPER_ACTION
2378612,2,HEAD_ON,-111.773035687055,33.3499799542059,2,FOUR_WAY_INTERSECTION,HEAD_ON,GILBERT,2010-01-13 07:24:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2378613,2,ANGLE_FRONT_TO_SIDE,0,0,1,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,EL MIRAGE,2010-01-14 08:25:00,NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2378653,3,REAR_END,-111.926157443615,33.4803534335664,3,FOUR_WAY_INTERSECTION,REAR_END,SCOTTSDALE,2010-01-18 17:09:00,NO_IMPROPER_ACTION,NO_IMPROPER_ACTION+INATTENTION_DISTRACTION
2378655,2,ANGLE_FRONT_TO_SIDE,-111.754007382097,33.3775229804272,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,GILBERT,2010-01-04 18:14:00,DID_NOT_USE_CROSSWALK,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2378658,2,ANGLE_FRONT_TO_SIDE,-111.930873225155,33.4803346482292,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-01-18 16:22:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2378725,2,SIDESWIPE_SAME_DIRECTION,-111.646787866948,33.3791678235106,3,T_INTERSECTION,SIDESWIPE_SAME_DIRECTION,MESA,2010-01-21 15:49:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,INATTENTION_DISTRACTION
2378776,2,ANGLE_FRONT_TO_SIDE,-111.882992755554,33.393013564899,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,2010-01-13 11:26:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2378797,2,ANGLE_FRONT_TO_SIDE,-111.926329861718,33.3995454615903,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TEMPE,2010-01-12 16:23:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2378804,2,ANGLE_FRONT_TO_SIDE,-111.933235015296,33.4220110049701,1,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TEMPE,2010-01-19 15:22:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2378815,2,OTHER_97,-111.649716415214,35.1936237946866,4,FOUR_WAY_INTERSECTION,OTHER_97,FLAGSTAFF,2010-01-05 16:39:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2378855,2,ANGLE_FRONT_TO_SIDE,-111.822941138362,33.3933345107888,4,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,MESA,2010-01-26 08:48:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2378907,2,OTHER_97,-111.789881763291,33.3644488315739,1,FOUR_WAY_INTERSECTION,OTHER_97,GILBERT,2010-01-21 22:36:00,NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2378930,2,REAR_END,-111.001829312213,32.3953300630517,3,NOT_AT_INTERSECTION_0,REAR_END,UNSPECIFIED_999,2010-01-16 15:52:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,OTHER_97+NOT_APPLICABLE_MINUS_1
2378936,2,ANGLE_FRONT_TO_SIDE,-111.874045736319,33.407528648273,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,MESA,2010-01-08 09:14:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2378968,2,LEFT_TURN,-111.839260403278,33.4129528987728,3,FOUR_WAY_INTERSECTION,LEFT_TURN,MESA,2010-01-12 13:19:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2379023,2,ANGLE_FRONT_TO_SIDE,-111.783562224049,33.3790486088282,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,MESA,2010-01-15 10:32:00,INATTENTION_DISTRACTION,NO_IMPROPER_ACTION
2379045,2,ANGLE_FRONT_TO_SIDE,-111.840043818599,33.3854650020678,2,INTERSECTION_AS_PART_OF_INTERCHANGE,ANGLE_FRONT_TO_SIDE,MESA,2010-01-07 02:26:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,MADE_IMPROPER_TURN+NOT_APPLICABLE_MINUS_1
2379053,2,ANGLE_FRONT_TO_SIDE,-111.772918515051,33.3355890317764,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,GILBERT,2010-01-26 18:57:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2379071,2,ANGLE_FRONT_TO_SIDE,-112.349506456248,33.4291538468148,4,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,AVONDALE,2010-01-27 14:26:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103+NOT_APPLICABLE_MINUS_1
2379073,2,REAR_END,-111.796892675349,33.4007239854198,1,T_INTERSECTION,REAR_END,MESA,2010-01-16 19:30:00,UNKNOWN_99,NO_IMPROPER_ACTION
2379077,2,SIDESWIPE_OPPOSITE_DIRECTION,-112.573221327324,33.3740608038851,1,NOT_AT_INTERSECTION_0,SIDESWIPE_OPPOSITE_DIRECTION,BUCKEYE,2010-01-04 17:18:00,DID_NOT_USE_CROSSWALK,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2379085,2,LEFT_TURN,-111.788337760383,33.3790144546115,3,FOUR_WAY_INTERSECTION,LEFT_TURN,MESA,2010-01-15 06:38:00,DISREGARDED_TRAFFIC_SIGNAL,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2379440,2,ANGLE_FRONT_TO_SIDE,-111.78254748649,33.3790552851706,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,MESA,2010-01-09 17:40:00,NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2379576,2,SIDESWIPE_SAME_DIRECTION,-111.687935360959,33.3796969915671,2,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,MESA,2010-01-31 09:48:00,NO_IMPROPER_ACTION,UNKNOWN_99
2379612,2,ANGLE_FRONT_TO_SIDE,-112.368487539662,33.493411253892,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,GOODYEAR,2010-01-05 07:57:00,NO_IMPROPER_ACTION,OTHER_97
2379791,2,ANGLE_FRONT_TO_SIDE,-114.641259100058,32.6839187961058,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,YUMA,2010-01-31 12:34:00,NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2380019,2,ANGLE_FRONT_TO_SIDE,-111.943066184704,33.4219276240169,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TEMPE,2010-01-20 18:53:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2380316,2,ANGLE_FRONT_TO_SIDE,-111.908537747967,33.5092668279716,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-01-25 11:19:00,UNKNOWN_99,UNKNOWN_99
2380333,2,ANGLE_FRONT_TO_SIDE,-111.921684352529,33.4876401305506,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-01-29 11:07:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,INATTENTION_DISTRACTION+NOT_APPLICABLE_MINUS_1
2380342,2,ANGLE_FRONT_TO_SIDE,-111.863268851097,33.6292449918581,1,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-01-27 18:32:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2380386,2,ANGLE_FRONT_TO_SIDE,-111.924797810342,33.4220397979089,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TEMPE,2010-01-28 18:16:00,OTHER_97,NO_IMPROPER_ACTION
2380537,2,ANGLE_FRONT_TO_SIDE,-110.980155644002,32.2609756323386,4,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-18 14:26:00,DID_NOT_USE_CROSSWALK,NO_IMPROPER_ACTION
2380596,2,ANGLE_FRONT_TO_SIDE,-110.938144972032,32.2866966171139,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,UNSPECIFIED_999,2010-01-27 17:07:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103+NOT_APPLICABLE_MINUS_1
2380704,2,REAR_TO_SIDE,-111.900569478444,33.3920410703081,2,NOT_AT_INTERSECTION_0,REAR_TO_SIDE,TEMPE,2010-01-26 19:02:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,INATTENTION_DISTRACTION
2380732,2,ANGLE_FRONT_TO_SIDE,-111.693361564022,33.3649945426642,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,GILBERT,2010-01-30 15:00:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2380741,2,ANGLE_FRONT_TO_SIDE,-110.995082430569,32.2606218020142,4,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-08 16:34:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2380873,2,ANGLE_FRONT_TO_SIDE,-111.939009744771,33.3637119360173,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,2010-01-18 11:16:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2380905,2,ANGLE_FRONT_TO_SIDE,-111.632725714296,33.3933312573146,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,MESA,2010-01-25 20:00:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2380946,2,LEFT_TURN,-110.909713716989,32.2498016079588,2,NOT_AT_INTERSECTION_0,LEFT_TURN,TUCSON,2010-01-06 15:26:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2380975,2,ANGLE_FRONT_TO_SIDE,-110.943968850883,32.2505138670858,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-10 15:14:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2380978,2,OTHER_97,-110.909600485977,32.2215320762873,3,FOUR_WAY_INTERSECTION,OTHER_97,TUCSON,2010-01-06 17:54:00,OTHER_97,NO_IMPROPER_ACTION
2381002,2,LEFT_TURN,-112.185190829399,33.6088643372637,1,NOT_AT_INTERSECTION_0,LEFT_TURN,GLENDALE,2010-01-12 19:50:00,UNKNOWN_99,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2381039,2,LEFT_TURN,-112.272537805363,33.4647266227551,1,FOUR_WAY_INTERSECTION,LEFT_TURN,TOLLESON,2010-01-27 06:29:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381040,2,HEAD_ON,-111.684822304169,33.2493149646332,3,NOT_AT_INTERSECTION_0,HEAD_ON,QUEEN CREEK,2010-01-12 09:30:00,NO_IMPROPER_ACTION,UNKNOWN_99
2381100,2,OTHER_97,-110.875102538411,32.2025057878073,2,T_INTERSECTION,OTHER_97,TUCSON,2010-01-17 17:16:00,OTHER_97,NO_IMPROPER_ACTION
2381162,2,ANGLE_FRONT_TO_SIDE,-110.978121325635,32.227629035912,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-05 10:34:00,DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION
2381169,3,ANGLE_FRONT_TO_SIDE,-111.567667396817,33.4223121560071,2,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,APACHE JUNCTION,2010-01-28 14:45:00,NO_IMPROPER_ACTION+FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2381174,2,OTHER_97,-111.55437378299,33.4150414451396,3,NOT_AT_INTERSECTION_0,OTHER_97,APACHE JUNCTION,2010-01-25 16:32:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2381284,2,LEFT_TURN,-110.962550294031,32.2290402400299,4,FOUR_WAY_INTERSECTION,LEFT_TURN,TUCSON,2010-01-12 15:07:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381300,2,SIDESWIPE_SAME_DIRECTION,-110.695038572981,32.3725631959562,3,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,UNSPECIFIED_999,2010-01-31 11:11:00,NO_IMPROPER_ACTION,OTHER_97
2381369,2,ANGLE_FRONT_TO_SIDE,-110.952502324377,32.2458062872793,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-14 19:18:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381388,2,ANGLE_FRONT_TO_SIDE,-112.220358551723,33.6600061922683,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,GLENDALE,2010-01-25 15:58:00,INATTENTION_DISTRACTION,INATTENTION_DISTRACTION
2381474,2,ANGLE_FRONT_TO_SIDE,0,0,4,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,UNSPECIFIED_999,2010-01-22 18:48:00,DID_NOT_USE_CROSSWALK,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381543,2,ANGLE_FRONT_TO_SIDE,-110.943370143047,32.1632933993757,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-30 23:16:00,OTHER_97,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381563,2,OTHER_97,-110.935296419332,32.2574688332198,3,NOT_AT_INTERSECTION_0,OTHER_97,TUCSON,2010-01-13 18:10:00,NO_IMPROPER_ACTION,NOT_APPLICABLE_MINUS_1+FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381582,2,SIDESWIPE_SAME_DIRECTION,0,0,4,T_INTERSECTION,SIDESWIPE_SAME_DIRECTION,TUCSON,2010-01-30 16:05:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381621,2,ANGLE_FRONT_TO_SIDE,-110.840993358369,32.2355664430439,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-31 17:28:00,NO_IMPROPER_ACTION,NOT_APPLICABLE_MINUS_1+FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381625,2,OTHER_97,-110.840944561957,32.1846805750826,1,FOUR_WAY_INTERSECTION,OTHER_97,TUCSON,2010-01-31 18:06:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2381646,2,ANGLE_FRONT_TO_SIDE,-110.84097958142,32.2064830947492,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-22 09:30:00,OTHER_97,NO_IMPROPER_ACTION
2381647,2,ANGLE_FRONT_TO_SIDE,-112.173154813342,33.5819015400272,1,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,GLENDALE,2010-01-21 09:29:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381659,2,SIDESWIPE_SAME_DIRECTION,-110.943611541918,32.1341081003009,1,FIVE_POINT_OR_MORE,SIDESWIPE_SAME_DIRECTION,TUCSON,2010-01-02 12:03:00,NO_IMPROPER_ACTION,MADE_IMPROPER_TURN
2381704,2,ANGLE_FRONT_TO_SIDE,-110.862204116774,32.2506138638183,1,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-12 17:21:00,OTHER_97,NO_IMPROPER_ACTION
2381759,2,ANGLE_FRONT_TO_SIDE,-110.898082791523,32.1997561436441,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-01-29 13:59:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2381766,2,OTHER_97,-112.220489549035,33.523460640114,1,FOUR_WAY_INTERSECTION,OTHER_97,GLENDALE,2010-01-28 07:43:00,DID_NOT_USE_CROSSWALK,INATTENTION_DISTRACTION
2381837,2,LEFT_TURN,-111.68493237649,33.4372449306117,1,NOT_AT_INTERSECTION_0,LEFT_TURN,MESA,2010-06-07 12:12:00,OTHER_97,NO_IMPROPER_ACTION
2381841,2,ANGLE_FRONT_TO_SIDE,-111.814051848445,33.4354794944806,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,MESA,2010-06-08 17:27:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2381885,2,ANGLE_FRONT_TO_SIDE,0,0,1,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,UNSPECIFIED_999,2010-01-25 19:56:00,UNKNOWN_99,UNKNOWN_99
2381942,2,LEFT_TURN,-111.670618028121,33.4224132426631,2,T_INTERSECTION,LEFT_TURN,MESA,2010-06-08 07:25:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
