IncidentID,num_vehicles_involved,eCollisionManner,Longitude,Latitude,InjurySeverity,eIntersectionType,eCollisionManner,city_name,IncidentDateTime,cyclist_citations,driver_citations
2401551,2,SIDESWIPE_SAME_DIRECTION,-111.647887357975,33.5356406532258,3,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,UNSPECIFIED_999,2010-03-27 09:05:00,NO_IMPROPER_ACTION,NOT_APPLICABLE_MINUS_1+OTHER_UNSAFE_PASSING
2401565,2,ANGLE_FRONT_TO_SIDE,-112.073840147991,33.451494202998,1,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,PHOENIX,2010-03-29 10:26:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2401622,2,OTHER_97,-112.160297801572,33.567538534603,3,FOUR_WAY_INTERSECTION,OTHER_97,GLENDALE,2010-03-21 14:14:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2401685,2,OTHER_97,-112.013599748557,33.6335410803043,3,FOUR_WAY_INTERSECTION,OTHER_97,PHOENIX,2010-03-19 15:28:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2401765,2,ANGLE_FRONT_TO_SIDE,-111.941650801415,33.3053543570271,1,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,CHANDLER,2010-03-22 20:30:00,UNKNOWN_99,FAILED_TO_YIELD_RIGHT_OF_WAY_103+NOT_APPLICABLE_MINUS_1
2402145,2,ANGLE_FRONT_TO_SIDE,-111.945377934824,33.2927040721107,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,CHANDLER,2010-04-01 07:55:00,DISREGARDED_TRAFFIC_SIGNAL,INATTENTION_DISTRACTION
2402253,2,OTHER_97,-110.96971551511,31.9784612966926,1,T_INTERSECTION,OTHER_97,SAHUARITA,2010-04-03 17:56:00,UNKNOWN_99,NO_IMPROPER_ACTION
2402348,2,OTHER_97,-111.891193331958,33.8138216000216,4,FOUR_WAY_INTERSECTION,OTHER_97,SCOTTSDALE,2010-04-03 09:33:00,RAN_STOP_SIGN,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2402765,2,ANGLE_FRONT_TO_SIDE,-111.7555304628,33.3067432152433,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,GILBERT,2010-04-03 19:30:00,SPEED_TOO_FAST_FOR_CONDITIONS,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2402939,2,ANGLE_FRONT_TO_SIDE,-111.765977904588,33.4226970045761,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,MESA,2010-04-02 11:16:00,NO_IMPROPER_ACTION,NO_IMPROPER_ACTION
2402942,2,ANGLE_FRONT_TO_SIDE,-111.762306655781,33.4373219133455,5,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,MESA,2010-10-26 18:16:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2403050,2,ANGLE_FRONT_TO_SIDE,0,0,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-04-07 18:17:00,RAN_STOP_SIGN,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2403440,2,ANGLE_FRONT_TO_SIDE,-111.890733968246,33.6183013200384,5,FIVE_POINT_OR_MORE,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-11-05 18:14:00,OTHER_97,NO_IMPROPER_ACTION
2403531,2,ANGLE_FRONT_TO_SIDE,-112.039118895873,33.4802905588328,3,INTERSECTION_AS_PART_OF_INTERCHANGE,ANGLE_FRONT_TO_SIDE,PHOENIX,2010-04-03 10:49:00,WALKED_ON_WRONG_SIDE_OF_ROAD,SPEED_TOO_FAST_FOR_CONDITIONS
2404133,2,OTHER_97,-111.900396737536,33.407486997461,3,FOUR_WAY_INTERSECTION,OTHER_97,TEMPE,2010-03-11 13:04:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2404282,2,ANGLE_FRONT_TO_SIDE,-114.612947555663,35.1049127108376,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,BULLHEAD CITY,2010-04-12 15:19:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2404294,3,ANGLE_FRONT_TO_SIDE,-111.900183614078,33.5103291410416,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-04-01 14:31:00,NO_IMPROPER_ACTION+NO_IMPROPER_ACTION,NO_IMPROPER_ACTION
2404331,2,ANGLE_FRONT_TO_SIDE,-110.950853214544,32.2348625003627,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-04-13 16:00:00,RAN_STOP_SIGN,RAN_STOP_SIGN
2404334,2,ANGLE_FRONT_TO_SIDE,-110.952400160253,32.2359848097953,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-04-13 15:03:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2404359,2,ANGLE_FRONT_TO_SIDE,-111.57202192565,33.4150735850865,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,APACHE JUNCTION,2010-04-03 20:45:00,NO_IMPROPER_ACTION,OTHER_97
2404384,2,ANGLE_FRONT_TO_SIDE,-111.743993244037,33.3142850503446,1,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,GILBERT,2010-04-07 17:34:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,INATTENTION_DISTRACTION
2404396,3,REAR_END,-111.848234670823,33.4222780007657,2,FOUR_WAY_INTERSECTION,REAR_END,MESA,2010-04-10 06:55:00,NO_IMPROPER_ACTION+NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2404413,2,ANGLE_FRONT_TO_SIDE,-111.70236363048,33.3649784608609,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,GILBERT,2010-04-12 07:01:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2404420,2,LEFT_TURN,-111.874277899535,33.4294437130185,2,FOUR_WAY_INTERSECTION,LEFT_TURN,MESA,2010-04-06 07:42:00,OTHER_97,UNKNOWN_99
2404486,2,REAR_END,-111.917650406624,33.4613295202143,3,NOT_AT_INTERSECTION_0,REAR_END,SCOTTSDALE,2010-04-08 11:51:00,INATTENTION_DISTRACTION,NO_IMPROPER_ACTION
2404501,2,ANGLE_FRONT_TO_SIDE,-111.928288059546,33.4896812257413,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-04-09 21:43:00,RAN_STOP_SIGN,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2404546,2,ANGLE_FRONT_TO_SIDE,-111.928546585597,33.4147417531014,1,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TEMPE,2010-04-02 09:37:00,INATTENTION_DISTRACTION,NO_IMPROPER_ACTION
2404547,2,ANGLE_FRONT_TO_SIDE,-111.9556079048,33.3928573983185,4,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,2010-04-13 07:58:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2404558,2,SIDESWIPE_SAME_DIRECTION,-111.945973485868,33.3780717028028,3,T_INTERSECTION,SIDESWIPE_SAME_DIRECTION,TEMPE,2010-04-02 15:00:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103+NOT_APPLICABLE_MINUS_1
2404559,2,SIDESWIPE_SAME_DIRECTION,-111.926287726096,33.4949708976422,4,FOUR_WAY_INTERSECTION,SIDESWIPE_SAME_DIRECTION,SCOTTSDALE,2010-04-06 14:41:00,OTHER_UNSAFE_PASSING,NO_IMPROPER_ACTION
2404596,2,OTHER_97,-111.904668604991,33.4147648180394,3,NOT_AT_INTERSECTION_0,OTHER_97,TEMPE,2010-04-06 08:11:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2404599,2,ANGLE_FRONT_TO_SIDE,-111.962983159906,33.3259150206458,2,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,2010-04-03 15:35:00,NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2404604,2,LEFT_TURN,-111.830946386931,33.4349543364728,2,NOT_AT_INTERSECTION_0,LEFT_TURN,MESA,2010-04-03 14:30:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2404711,2,OTHER_97,-112.435062670934,33.6338944339591,4,FOUR_WAY_INTERSECTION,OTHER_97,SURPRISE,2010-04-08 14:48:00,DISREGARDED_PAVEMENT_MARKINGS,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2404865,2,ANGLE_FRONT_TO_SIDE,-111.748662810708,32.8736589768064,1,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,CASA GRANDE,2010-04-09 18:31:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2404868,2,REAR_END,-111.748650571038,32.8905053348556,3,T_INTERSECTION,REAR_END,CASA GRANDE,2010-04-08 08:31:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2404878,2,LEFT_TURN,-111.911245635492,33.3639111340286,3,FOUR_WAY_INTERSECTION,LEFT_TURN,TEMPE,2010-04-09 18:07:00,OTHER_97,NO_IMPROPER_ACTION
2404940,2,OTHER_97,-111.739832112101,32.8853926512476,3,NOT_AT_INTERSECTION_0,OTHER_97,CASA GRANDE,2010-04-14 07:46:00,UNKNOWN_99,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2404985,2,ANGLE_FRONT_TO_SIDE,-111.92580151155,33.6112790697868,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-04-06 20:28:00,DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION
2405004,2,ANGLE_FRONT_TO_SIDE,-111.865594448546,33.5750548870806,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-04-17 13:02:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2405017,2,ANGLE_FRONT_TO_SIDE,-112.004209571766,33.4804548023399,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,PHOENIX,2010-04-13 17:00:00,UNKNOWN_99,UNKNOWN_99
2405055,2,SIDESWIPE_SAME_DIRECTION,-112.030670888219,33.6405259414556,3,FOUR_WAY_INTERSECTION,SIDESWIPE_SAME_DIRECTION,PHOENIX,2010-04-14 22:14:00,OTHER_97,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2405103,2,ANGLE_FRONT_TO_SIDE,-110.277619447614,31.5520225812419,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,SIERRA VISTA,2010-04-02 13:51:00,DISREGARDED_TRAFFIC_SIGNAL,NOT_APPLICABLE_MINUS_1+FAILED_TO_YIELD_RIGHT_OF_WAY_103
2405124,2,SIDESWIPE_SAME_DIRECTION,-111.648237443028,35.1818493718676,3,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,FLAGSTAFF,2010-04-08 08:34:00,NO_IMPROPER_ACTION,UNSAFE_LANE_CHANGE
2405175,2,ANGLE_FRONT_TO_SIDE,-111.917824229654,33.4403727827864,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,2010-04-14 17:07:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2405220,2,SIDESWIPE_SAME_DIRECTION,-111.939811135282,33.4072585144168,3,FOUR_WAY_INTERSECTION,SIDESWIPE_SAME_DIRECTION,TEMPE,2010-04-16 09:22:00,NO_IMPROPER_ACTION,MADE_IMPROPER_TURN
2405245,2,ANGLE_FRONT_TO_SIDE,-111.773654146444,33.3500722825672,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,GILBERT,2010-04-22 16:43:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2405279,2,ANGLE_FRONT_TO_SIDE,-114.029165104602,35.2075124614484,2,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,KINGMAN,2010-04-09 15:09:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2405488,2,ANGLE_FRONT_TO_SIDE,-111.78962822833,33.3527278303075,1,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,GILBERT,2010-04-13 17:14:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2405516,2,SIDESWIPE_SAME_DIRECTION,-111.821925081542,33.3642531564955,3,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,GILBERT,2010-04-08 17:38:00,INATTENTION_DISTRACTION,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2405626,2,ANGLE_FRONT_TO_SIDE,-110.974577114233,32.4497776310264,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,ORO VALLEY,2010-04-17 09:23:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2405634,2,ANGLE_FRONT_TO_SIDE,-112.021814772378,33.5912269986243,4,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,PHOENIX,2010-04-18 08:04:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2405643,3,OTHER_97,-112.340889966714,33.4339886182723,3,FOUR_WAY_INTERSECTION,OTHER_97,AVONDALE,2010-04-15 19:06:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103+FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2405645,2,SIDESWIPE_SAME_DIRECTION,-111.684472665079,33.4371786466909,2,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,MESA,2010-04-15 07:56:00,NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2405647,2,SIDESWIPE_SAME_DIRECTION,-111.609911588282,33.3643987833476,3,T_INTERSECTION,SIDESWIPE_SAME_DIRECTION,MESA,2010-04-27 07:20:00,UNKNOWN_99,UNKNOWN_99
2405672,2,LEFT_TURN,-114.59884136747,32.6800295249665,3,FOUR_WAY_INTERSECTION,LEFT_TURN,YUMA,2010-04-20 08:35:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2405707,2,HEAD_ON,-111.923659961048,33.4101398752583,3,NOT_AT_INTERSECTION_0,HEAD_ON,TEMPE,2010-04-15 15:00:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2405711,2,ANGLE_FRONT_TO_SIDE,-111.926304253954,33.3989661764691,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TEMPE,2010-04-20 08:43:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2405717,2,ANGLE_FRONT_TO_SIDE,-111.020570876119,32.2942985857616,2,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,UNSPECIFIED_999,2010-04-04 16:35:00,OTHER_97,INATTENTION_DISTRACTION
2405838,2,SIDESWIPE_OPPOSITE_DIRECTION,-110.274329062219,31.5569857348922,1,FOUR_WAY_INTERSECTION,SIDESWIPE_OPPOSITE_DIRECTION,SIERRA VISTA,2010-04-20 20:03:00,INATTENTION_DISTRACTION,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2405921,2,LEFT_TURN,-111.842033512773,33.3686446893397,3,T_INTERSECTION,LEFT_TURN,GILBERT,2010-04-23 10:08:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2405973,2,LEFT_TURN,-111.909119985373,33.4145379488969,2,FOUR_WAY_INTERSECTION,LEFT_TURN,TEMPE,2010-04-13 15:22:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2406026,2,ANGLE_FRONT_TO_SIDE,-111.943876320531,33.3782149043716,2,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,2010-04-16 00:04:00,DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION
2406072,2,REAR_END,-112.015986539035,33.0856898903592,3,NOT_AT_INTERSECTION_0,REAR_END,MARICOPA,2010-04-04 11:02:00,NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2406134,2,OTHER_97,-112.237715021826,33.599828409433,2,T_INTERSECTION,OTHER_97,PEORIA,2010-04-20 13:19:00,INATTENTION_DISTRACTION,NO_IMPROPER_ACTION
2406135,2,ANGLE_FRONT_TO_SIDE,-111.771124354295,33.4081506859068,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,MESA,2010-04-09 13:44:00,UNKNOWN_99,UNKNOWN_99
2406139,2,HEAD_ON,-111.771021461302,33.4226758545532,3,FOUR_WAY_INTERSECTION,HEAD_ON,MESA,2010-04-08 16:30:00,DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION
2406151,2,ANGLE_FRONT_TO_SIDE,-111.960949817769,33.3902787896159,1,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TEMPE,2010-04-28 05:55:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2406366,2,ANGLE_FRONT_TO_SIDE,-111.727395149322,33.4300659423909,3,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,MESA,2010-04-19 15:40:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,INATTENTION_DISTRACTION
2406397,2,LEFT_TURN,-111.822929687674,33.3969431647105,2,T_INTERSECTION,LEFT_TURN,MESA,2010-04-16 13:10:00,NO_IMPROPER_ACTION,NOT_APPLICABLE_MINUS_1+SPEED_TOO_FAST_FOR_CONDITIONS+NOT_APPLICABLE_MINUS_1+NOT_APPLICABLE_MINUS_1
2406440,2,SIDESWIPE_SAME_DIRECTION,-111.733881312973,33.4155018696368,2,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,MESA,2010-04-15 13:22:00,UNSAFE_LANE_CHANGE,NO_IMPROPER_ACTION
2406454,2,ANGLE_FRONT_TO_SIDE,-111.874457444277,33.4163053144857,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,MESA,2010-04-20 21:02:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NOT_APPLICABLE_MINUS_1+NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION
2406481,2,LEFT_TURN,-112.202927399212,33.6382745416859,2,FOUR_WAY_INTERSECTION,LEFT_TURN,GLENDALE,2010-04-03 17:08:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2406582,2,LEFT_TURN,-112.16002816551,33.5384513796198,3,FOUR_WAY_INTERSECTION,LEFT_TURN,GLENDALE,2010-04-05 13:34:00,INATTENTION_DISTRACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2406653,2,ANGLE_FRONT_TO_SIDE,-111.917529307354,33.4839953881733,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,SCOTTSDALE,2010-04-21 17:50:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2406824,2,OTHER_97,-111.790689967494,34.8636037899489,2,FOUR_WAY_INTERSECTION,OTHER_97,SEDONA,2010-04-29 13:41:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2406843,2,ANGLE_FRONT_TO_SIDE,-111.614722984134,35.2101617560996,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,FLAGSTAFF,2010-04-20 16:14:00,RAN_STOP_SIGN,NO_IMPROPER_ACTION
2406881,2,ANGLE_FRONT_TO_SIDE,-111.747305916257,33.2631470029207,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,GILBERT,2010-04-27 16:42:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2406884,2,ANGLE_FRONT_TO_SIDE,-110.91357807865,32.1900836269688,1,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,UNSPECIFIED_999,2010-04-20 07:54:00,NO_IMPROPER_ACTION,NO_IMPROPER_ACTION
2407005,2,SIDESWIPE_OPPOSITE_DIRECTION,-111.874587766432,33.3986940187148,3,NOT_AT_INTERSECTION_0,SIDESWIPE_OPPOSITE_DIRECTION,MESA,2010-04-09 11:52:00,OTHER_97,NO_IMPROPER_ACTION
2407029,2,OTHER_97,-111.878447562378,33.3764310271241,1,T_INTERSECTION,OTHER_97,MESA,2010-04-24 00:17:00,UNKNOWN_99,NO_IMPROPER_ACTION
2407064,2,OTHER_97,-112.160272336571,33.4950193076341,2,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-04-30 08:11:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2407122,2,OTHER_97,-112.043367606427,33.4945805504926,3,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-05-20 14:47:00,OTHER_97,NO_IMPROPER_ACTION
2407152,2,OTHER_97,-112.012997046375,33.4971042219769,2,UNKNOWN_99,OTHER_97,PHOENIX,2010-05-04 17:19:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2407164,2,OTHER_97,-112.082930359553,33.632858993811,3,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-05-05 07:40:00,DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION
2407173,2,OTHER_97,-112.133735084027,33.6176838320758,3,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-05-05 09:45:00,OTHER_97,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1+NOT_APPLICABLE_MINUS_1
2407186,2,OTHER_97,-112.119755318747,33.4804201964199,1,UNKNOWN_99,OTHER_97,PHOENIX,2010-05-04 13:24:00,OTHER_97,INATTENTION_DISTRACTION
2407192,2,OTHER_97,-112.082389277529,33.5712424927393,3,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-05-06 10:55:00,OTHER_97,INATTENTION_DISTRACTION
2407215,2,OTHER_97,-112.255010986459,33.5087768531137,3,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,GLENDALE,2010-05-06 17:18:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2407279,2,OTHER_97,-112.011061930639,33.6262288677785,4,UNKNOWN_99,OTHER_97,PHOENIX,2010-05-10 10:02:00,INATTENTION_DISTRACTION,INATTENTION_DISTRACTION
2407309,2,OTHER_97,-112.022094130854,33.6262207801169,4,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-05-12 07:15:00,KNOWINGLY_OPERATED_WITH_FAULTY_MISSING_EQUIPMENT,NO_IMPROPER_ACTION
2407410,2,OTHER_97,-112.09989339594,33.6618603079063,3,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-05-14 06:40:00,DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION
2407446,2,OTHER_97,-112.117759922589,33.567331979663,4,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-04-12 21:47:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NOT_APPLICABLE_MINUS_1+NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2407488,2,OTHER_97,-112.270598321758,33.4165475051121,4,LEGACY_INTERSECTION_RELATED_PRIOR_2009_98,OTHER_97,PHOENIX,2010-06-24 18:55:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2407510,2,ANGLE_FRONT_TO_SIDE,-111.840059757804,33.3933160331533,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,MESA,2010-04-30 07:38:00,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION
2407518,2,LEFT_TURN,-112.076514588955,33.4875338950574,3,FOUR_WAY_INTERSECTION,LEFT_TURN,PHOENIX,2010-04-23 06:56:00,INATTENTION_DISTRACTION,INATTENTION_DISTRACTION
2407719,2,SIDESWIPE_SAME_DIRECTION,-110.963609267209,32.264797164186,3,NOT_AT_INTERSECTION_0,SIDESWIPE_SAME_DIRECTION,TUCSON,2010-04-06 22:38:00,UNKNOWN_99,UNKNOWN_99
2407741,2,UNKNOWN_99,-111.995560690591,33.469373663855,2,T_INTERSECTION,UNKNOWN_99,PHOENIX,2010-04-05 17:49:00,UNKNOWN_99,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1
2407782,2,OTHER_97,-110.967065572594,32.2220964298196,3,FOUR_WAY_INTERSECTION,OTHER_97,TUCSON,2010-04-07 19:04:00,NO_IMPROPER_ACTION,DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE+NOT_APPLICABLE_MINUS_1
2407845,2,OTHER_97,-110.972022347335,32.2630598028371,3,FOUR_WAY_INTERSECTION,OTHER_97,TUCSON,2010-04-09 19:17:00,NO_IMPROPER_ACTION,UNKNOWN_99
2407874,2,REAR_END,-110.861824742149,32.2019934202168,3,NOT_AT_INTERSECTION_0,REAR_END,TUCSON,2010-04-01 12:51:00,NO_IMPROPER_ACTION,INATTENTION_DISTRACTION
2407920,2,ANGLE_FRONT_TO_SIDE,-110.956927194948,32.2498468769331,1,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-04-02 13:53:00,FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION
2408001,2,ANGLE_FRONT_TO_SIDE,-110.939470181272,32.2214985229369,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-04-08 09:14:00,OTHER_97,FAILED_TO_YIELD_RIGHT_OF_WAY_103
2408127,2,SIDESWIPE_SAME_DIRECTION,-110.840897865521,32.1768287193208,2,FOUR_WAY_INTERSECTION,SIDESWIPE_SAME_DIRECTION,TUCSON,2010-04-08 12:28:00,UNSAFE_LANE_CHANGE,NO_IMPROPER_ACTION
2408136,2,ANGLE_FRONT_TO_SIDE,-110.977869605611,32.2792313647663,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TUCSON,2010-04-08 15:15:00,FAILED_TO_KEEP_IN_PROPER_LANE,NO_IMPROPER_ACTION
2408349,2,ANGLE_FRONT_TO_SIDE,-110.978048673376,32.250224074977,4,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TUCSON,2010-04-04 08:20:00,NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103
