IncidentID,num_vehicles_involved,eCollisionManner,Longitude,Latitude,InjurySeverity,eIntersectionType,eCollisionManner,city_name,IncidentDateTime,cyclist_citations,driver_citations,nearest_count_site,distance_to_nearest_count_site
2517142,2,ANGLE_FRONT_TO_SIDE,-111.934906699258,33.3929040806942,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2011/03/24 21:39:00",DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1,141,0.00012324323806
2689162,2,ANGLE_FRONT_TO_SIDE,-111.926285718519,33.416832682385,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2013/01/22 16:54:00",NO_IMPROPER_ACTION,MADE_IMPROPER_TURN,135,0.00012402717128
2736323,2,ANGLE_FRONT_TO_SIDE,-111.939593298264,33.3929278595834,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2013/06/18 22:19:00",DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION,144,0.00012487255098
2549365,2,ANGLE_FRONT_TO_SIDE,-111.934909053592,33.3927888215676,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2011/09/08 09:51:00",OTHER_97,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1,141,0.00012490906063
2720643,2,ANGLE_FRONT_TO_SIDE,-111.942323309072,33.4219285909187,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2013/05/03 16:28:00",NO_IMPROPER_ACTION,FAILED_TO_YIELD_RIGHT_OF_WAY_103,119,0.00012538741296
2766670,2,ANGLE_FRONT_TO_SIDE,-111.926299428002,33.4219172257792,2,NOT_AT_INTERSECTION_0,ANGLE_FRONT_TO_SIDE,TEMPE,"2013/09/14 21:00:00",FAILED_TO_YIELD_RIGHT_OF_WAY_103,UNKNOWN_99,117,0.00012777493763
2757005,2,ANGLE_FRONT_TO_SIDE,-111.926170992901,33.4220253940917,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2013/08/13 07:31:00",FAILED_TO_YIELD_RIGHT_OF_WAY_103,NO_IMPROPER_ACTION,117,0.00012949984183
2598205,2,ANGLE_FRONT_TO_SIDE,-111.908897237362,33.4292778339128,1,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2012/01/04 18:10:00",DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION,104,0.00013283610205
2372765,2,ANGLE_FRONT_TO_SIDE,-111.909132082341,33.4001441634525,5,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2010/05/17 17:25:00",UNKNOWN_99,UNKNOWN_99,128,0.00013409491816
2641872,2,ANGLE_FRONT_TO_SIDE,-111.947840656708,33.407250968899,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2012/07/06 07:25:00",DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION,162,0.00013431660129
2369943,2,ANGLE_FRONT_TO_SIDE,-111.939832515696,33.407315668252,2,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2009/12/14 10:30:00",OTHER_97,FAILED_TO_YIELD_RIGHT_OF_WAY_103,146,0.00013669964344
2630894,2,LEFT_TURN,-111.942061138524,33.421928956849,3,FOUR_WAY_INTERSECTION,LEFT_TURN,TEMPE,"2012/04/27 19:00:00",DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION,119,0.00013879181986
2405220,2,SIDESWIPE_SAME_DIRECTION,-111.939811135282,33.4072585144168,3,FOUR_WAY_INTERSECTION,SIDESWIPE_SAME_DIRECTION,TEMPE,"2010/04/16 09:22:00",NO_IMPROPER_ACTION,MADE_IMPROPER_TURN,146,0.00014161242025
2496156,2,ANGLE_FRONT_TO_SIDE,-111.926059604477,33.4128800453874,3,T_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2011/02/22 10:22:00",OTHER_97,NO_IMPROPER_ACTION,136,0.0001427637908
2519420,2,REAR_END,-111.93989599317,33.4147503399162,3,FOUR_WAY_INTERSECTION,REAR_END,TEMPE,"2011/03/26 15:45:00",FOLLOWED_TOO_CLOSELY,NO_IMPROPER_ACTION,113,0.00014319278255
2677974,2,ANGLE_FRONT_TO_SIDE,-111.93989599317,33.4147503399162,4,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2012/11/16 13:21:00",DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION,113,0.00014319278255
2756441,2,LEFT_TURN,-111.93989599317,33.4147503399162,2,FOUR_WAY_INTERSECTION,LEFT_TURN,TEMPE,"2013/08/22 18:27:00",DROVE_RODE_IN_OPPOSING_TRAFFIC_LANE,NO_IMPROPER_ACTION,113,0.00014319278255
2757275,2,ANGLE_FRONT_TO_SIDE,-111.93989599317,33.4147503399162,3,FOUR_WAY_INTERSECTION,ANGLE_FRONT_TO_SIDE,TEMPE,"2013/09/09 14:52:00",DISREGARDED_TRAFFIC_SIGNAL,NO_IMPROPER_ACTION+NOT_APPLICABLE_MINUS_1,113,0.00014319278255
