"Location ID",Time,Recorder,"Rec Count",Page,Segment,Direction,Count,"Gender ",Age_Y,Age_O,Helmet,"Wrong way",Sidewalk,Distracted,Pedestrian,Motoroized,Electric,Decor/Lights,"ADA Peds","ADA Chairs",Notes,Construction,LocRank,LocRankUniq,Seg,Seg1,LocTime,LocTimeDir,,"Gender ",Age_Y,Age_O,Helmet,"Wrong way",Sidewalk,Distracted,,"Cordon in","Cordon out","Bike Lane Size","Bike Lane"
113,AM,"Haley Masters",14,1,3,4,2,,,,,,1,,1,,,,,,,,12,,3,113_3,113AM,113AMEW,,,,,,,,,,0,0,3,1
113,AM,"Haley Masters",14,1,4,1,3,1,,,3,,1,,,,,,,,,,12,,4,113_4,113AM,113AMNS,,,,,,,,,,1,0,1,1
113,AM,"Haley Masters",14,1,4,2,1,,,,,,1,,,,,,,,,,12,,4,113_4,113AM,113AMNS,,,,,,,,,,0,0,0,0
113,AM,"Haley Masters",14,1,4,3,5,2,,,1,,2,1,12,,,,,,,,12,,4,113_4,113AM,113AMEW,,,,,,,,,,1,0,3,1
113,AM,"Haley Masters",14,1,4,4,2,,,,,,,,2,,,,,,,,12,,4,113_4,113AM,113AMEW,,,,,,,,,,0,0,3,1
113,AM,"Haley Masters",14,1,,,,,,,,,,,,,,,,,,,12,,,,113AM,,,,,,,,,,,0,0,0,0
113,AM,"Haley Masters",14,2,1,1,4,1,,,3,,1,,1,,,,,,,,12,,5,113_5,113AM,113AMNS,,,,,,,,,,1,0,1,1
113,AM,"Haley Masters",14,2,1,2,1,,,,,,1,,2,,,,,,,,12,,5,113_5,113AM,113AMNS,,,,,,,,,,0,0,0,0
113,AM,"Haley Masters",14,2,1,3,6,2,,,1,,2,,8,,,,,,,,12,,5,113_5,113AM,113AMEW,,,,,,,,,,1,0,3,1
113,AM,"Haley Masters",14,2,1,4,2,,,,1,,,,1,,,,,,,,12,,5,113_5,113AM,113AMEW,,,,,,,,,,0,0,3,1
113,AM,"Haley Masters",14,2,2,1,1,,,,,,1,,2,,,,,,,,12,,6,113_6,113AM,113AMNS,,,,,,,,,,1,0,1,1
113,AM,"Haley Masters",14,2,2,2,1,,,,,,1,,2,,,,,,,,12,,6,113_6,113AM,113AMNS,,,,,,,,,,0,0,0,0
113,AM,"Haley Masters",14,2,2,3,7,1,,,1,,3,3,9,,,,,,,,12,,6,113_6,113AM,113AMEW,,,,,,,,,,1,0,3,1
113,AM,"Haley Masters",14,2,2,4,1,1,,,,,,,,,,,,,,,12,,6,113_6,113AM,113AMEW,,,,,,,,,,0,0,3,1
113,AM,"Haley Masters",14,2,3,1,6,,,,1,,3,,1,,,,,,,,12,,7,113_7,113AM,113AMNS,,,,,,,,,,1,0,1,1
113,AM,"Haley Masters",14,2,3,2,1,1,,,,,,,1,,,,,,,,12,,7,113_7,113AM,113AMNS,,,,,,,,,,0,0,0,0
113,AM,"Haley Masters",14,2,3,3,7,2,,,,,,2,14,,,,,,,,12,,7,113_7,113AM,113AMEW,,,,,,,,,,1,0,3,1
113,AM,"Haley Masters",14,2,3,4,,,,,,,,,5,,,,,,,,12,,7,113_7,113AM,113AMEW,,,,,,,,,,0,0,3,1
113,AM,"Haley Masters",14,2,4,1,5,1,,,1,,3,1,6,,,,,,,,12,,8,113_8,113AM,113AMNS,,,,,,,,,,1,0,1,1
113,AM,"Haley Masters",14,2,4,2,1,,,,,,1,,1,,,,,,,,12,,8,113_8,113AM,113AMNS,,,,,,,,,,0,0,0,0
113,AM,"Haley Masters",14,2,4,3,24,9,,,,1,2,6,16,,,,,,,,12,,8,113_8,113AM,113AMEW,,,,,,,,,,1,0,3,1
113,AM,"Haley Masters",14,2,4,4,4,1,,,2,,3,1,2,,,,,,,,12,,8,113_8,113AM,113AMEW,,,,,,,,,,0,0,3,1
113,AM,"Haley Masters",14,2,,,,,,,,,,,,,,,,,"note: Vol included skateboards in (bike) ""Count"" column. Ped # adjusted by SB",,12,,,,113AM,,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,1,1,1,,,,,1,1,,,,,,,,,,12,,9,113_9,113PM,113PMNS,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,1,2,2,1,,,1,,,,3,,,,,,,,12,,9,113_9,113PM,113PMNS,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,1,1,3,8,,,,1,,,,4,,,,,,,,12,,9,113_9,113PM,113PMEW,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,1,4,7,,4,,,,,,4,,,,,,,,12,,9,113_9,113PM,113PMEW,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,1,2,1,3,1,1,,,,1,,4,,,,,,,,12,,10,113_10,113PM,113PMNS,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,2,2,6,2,,,1,,3,,8,,,,,,,,12,,10,113_10,113PM,113PMNS,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,1,2,3,11,1,,,3,,1,,4,,,,,,,,12,,10,113_10,113PM,113PMEW,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,2,4,14,4,,,3,,,,15,,,,,,,,12,,10,113_10,113PM,113PMEW,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,1,3,1,3,,,,,,,,6,,,,,,,,12,,11,113_11,113PM,113PMNS,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,3,2,5,1,,,,,1,,,,,,,,,,12,,11,113_11,113PM,113PMNS,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,1,3,3,3,1,,,,,,,2,,,,,,,,12,,11,113_11,113PM,113PMEW,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,3,4,11,3,1,,2,,,,8,,,,,,,,12,,11,113_11,113PM,113PMEW,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,1,4,1,,,,,,,,,6,,,,,,,,12,,12,113_12,113PM,113PMNS,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,4,2,1,,,,1,,,,1,,,,,,,,12,,12,113_12,113PM,113PMNS,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,1,4,3,2,,,,,,,,3,,,,,,,,12,,12,113_12,113PM,113PMEW,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,1,4,4,11,3,,,2,,,,5,,,,,,,,12,,12,113_12,113PM,113PMEW,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,1,,,,,,,,,,,,,,,,,,,12,,,,113PM,,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,1,1,,,,,,,,,,,,,,,,,12,,13,113_13,113PM,113PMNS,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,1,2,,,,,,,,,,,,,,,,,12,,13,113_13,113PM,113PMNS,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,2,1,3,,,,,,,,,,,,,,,,,12,,13,113_13,113PM,113PMEW,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,1,4,,,,,,,,,,,,,,,,,12,,13,113_13,113PM,113PMEW,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,2,2,1,,,,,,,,,,,,,,,,,12,,14,113_14,113PM,113PMNS,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,2,2,,,,,,,,,,,,,,,,,12,,14,113_14,113PM,113PMNS,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,2,2,3,,,,,,,,,,,,,,,,,12,,14,113_14,113PM,113PMEW,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,2,4,,,,,,,,,,,,,,,,,12,,14,113_14,113PM,113PMEW,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,2,3,1,,,,,,,,,,,,,,,,,12,,15,113_15,113PM,113PMNS,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,3,2,,,,,,,,,,,,,,,,,12,,15,113_15,113PM,113PMNS,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,2,3,3,,,,,,,,,,,,,,,,,12,,15,113_15,113PM,113PMEW,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,3,4,,,,,,,,,,,,,,,,,12,,15,113_15,113PM,113PMEW,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,2,4,1,,,,,,,,,,,,,,,,,12,,16,113_16,113PM,113PMNS,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,4,2,,,,,,,,,,,,,,,,,12,,16,113_16,113PM,113PMNS,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,2,4,3,,,,,,,,,,,,,,,,,12,,16,113_16,113PM,113PMEW,,,,,,,,,,0,0,0,0
113,PM,"Alexandra Weinrich",15,2,4,4,,,,,,,,,,,,,,,,,12,,16,113_16,113PM,113PMEW,,,,,,,,,,0,1,0,0
113,PM,"Alexandra Weinrich",15,2,,,,,,,,,,,,,,,,,,,12,,,,113PM,,,,,,,,,,,0,0,0,0
115,AM,"Faisal Alshibli",16,1,1,1,15,4,,5,2,1,3,1,9,,,,,,,,13,13,1,115_1,115AM,115AMNS,,,,,,,,,,0,0,5,1
115,AM,"Faisal Alshibli",16,1,1,2,19,7,,5,2,1,4,1,25,,,,,,,,13,,1,115_1,115AM,115AMNS,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,1,3,33,7,,3,4,10,7,2,13,,,,,,,,13,,1,115_1,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,1,4,20,5,,4,2,3,6,1,7,,,,,,,,13,,1,115_1,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,2,1,26,6,,6,1,6,5,2,13,,,,,,,,13,,2,115_2,115AM,115AMNS,,,,,,,,,,0,0,5,1
115,AM,"Faisal Alshibli",16,1,2,2,31,13,,7,3,10,6,1,31,,,,,,,,13,,2,115_2,115AM,115AMNS,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,2,3,14,5,,3,1,4,2,1,17,,,,,,,,13,,2,115_2,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,2,4,15,5,,4,1,3,3,1,10,,,,,,,,13,,2,115_2,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,3,1,25,7,,2,2,7,5,2,15,,,,,,,,13,,3,115_3,115AM,115AMNS,,,,,,,,,,0,0,5,1
115,AM,"Faisal Alshibli",16,1,3,2,38,10,,2,4,10,8,4,48,,,,,,,,13,,3,115_3,115AM,115AMNS,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,3,3,31,5,,1,1,12,9,1,25,,,,,,,,13,,3,115_3,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,3,4,20,3,,1,3,5,7,2,20,,,,,,,,13,,3,115_3,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,4,1,38,8,,2,3,10,12,3,31,,,,,,,,13,,4,115_4,115AM,115AMNS,,,,,,,,,,0,0,5,1
115,AM,"Faisal Alshibli",16,1,4,2,39,12,,3,5,6,17,6,70,,,,,,,,13,,4,115_4,115AM,115AMNS,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,4,3,38,7,,4,7,7,10,3,30,,,,,,,,13,,4,115_4,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,4,4,32,8,,1,2,7,10,2,32,,,,,,,,13,,4,115_4,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,1,,,,,,,,,,,,6,3,1,1,,,,13,,,,115AM,,,,,,,,,,,0,0,0,0
115,AM,"Faisal Alshibli",16,2,1,1,24,12,,2,4,3,7,2,36,,,,,,,,13,,5,115_5,115AM,115AMNS,,,,,,,,,,0,0,5,1
115,AM,"Faisal Alshibli",16,2,1,2,46,13,,3,7,6,12,5,80,,,,,,,,13,,5,115_5,115AM,115AMNS,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,1,3,30,8,,1,3,7,8,3,35,,,,,,,,13,,5,115_5,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,1,4,20,5,,1,2,3,7,2,24,,,,,,,,13,,5,115_5,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,2,1,40,10,,2,5,10,7,6,25,,,,,,,,13,,6,115_6,115AM,115AMNS,,,,,,,,,,0,0,5,1
115,AM,"Faisal Alshibli",16,2,2,2,56,16,,5,3,13,9,10,100,,,,,,,,13,,6,115_6,115AM,115AMNS,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,2,3,77,10,,1,1,12,10,3,40,,,,,,,,13,,6,115_6,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,2,4,18,8,,1,1,7,10,4,25,,,,,,,,13,,6,115_6,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,3,1,31,11,,3,2,6,6,3,32,,,,,,,,13,,7,115_7,115AM,115AMNS,,,,,,,,,,0,0,5,1
115,AM,"Faisal Alshibli",16,2,3,2,63,16,,5,7,8,15,12,110,,,,,,,,13,,7,115_7,115AM,115AMNS,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,3,3,41,10,,2,3,9,10,7,40,,,,,,,,13,,7,115_7,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,3,4,27,6,,1,2,5,9,4,20,,,,,,,,13,,7,115_7,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,4,1,30,10,,1,3,11,3,2,25,,,,,,,,13,,8,115_8,115AM,115AMNS,,,,,,,,,,0,0,5,1
115,AM,"Faisal Alshibli",16,2,4,2,65,15,,7,2,20,20,5,170,,,,,,,,13,,8,115_8,115AM,115AMNS,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,4,3,39,7,,3,4,12,9,3,50,,,,,,,,13,,8,115_8,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,4,4,26,5,,2,1,7,10,1,35,,,,,,,,13,,8,115_8,115AM,115AMEW,,,,,,,,,,0,0,3,1
115,AM,"Faisal Alshibli",16,2,,,,,,,,,,,,4,3,1,1,,"It was very busy. I needed back-up but I didn't get",,13,,,,115AM,,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,1,1,37,15,,4,2,3,9,5,255,,,,,,,,13,,9,115_9,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,1,2,28,8,,3,2,2,10,3,162,,,,,,,,13,,9,115_9,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,1,3,15,3,,2,4,1,4,1,35,,,,,,,,13,,9,115_9,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,1,4,13,4,,2,2,3,3,1,27,,,,,,,,13,,9,115_9,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,2,1,38,10,,3,5,3,10,7,280,,,,,,,,13,,10,115_10,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,2,2,34,7,,2,7,4,9,5,170,,,,,,,,13,,10,115_10,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,2,3,15,3,,1,4,2,4,1,45,,,,,,,,13,,10,115_10,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,2,4,25,6,,2,5,3,7,2,35,,,,,,,,13,,10,115_10,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,3,1,36,10,,2,3,6,10,5,230,,,,,,,,13,,11,115_11,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,3,2,33,11,,2,4,7,6,3,120,,,,,,,,13,,11,115_11,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,3,3,15,7,,2,2,3,7,3,35,,,,,,,,13,,11,115_11,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,3,4,17,6,,2,2,3,3,1,30,,,,,,,,13,,11,115_11,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,4,1,25,6,,1,3,5,7,3,170,,,,,,,,13,,12,115_12,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,4,2,18,3,,1,2,4,7,2,155,,,,,,,,13,,12,115_12,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,4,3,18,3,,2,3,4,4,2,30,,,,,,,,13,,12,115_12,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,4,4,16,5,,1,2,3,3,2,30,,,,,,,,13,,12,115_12,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,1,,,,,,,,,,,,2,2,1,2,,"Last 20 minutes the numbers started to decline",,13,,,,115PM,,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,1,1,29,10,,2,3,5,6,3,120,,,,,,,,13,,13,115_13,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,1,2,28,7,,2,4,6,7,2,100,,,,,,,,13,,13,115_13,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,1,3,14,7,,1,2,2,3,1,40,,,,,,,,13,,13,115_13,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,1,4,12,3,,1,1,4,3,1,20,,,,,,,,13,,13,115_13,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,2,1,33,6,,3,5,7,10,2,115,,,,,,,,13,,14,115_14,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,2,2,31,4,,5,3,4,18,2,107,,,,,,,,13,,14,115_14,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,2,3,20,5,,3,1,5,6,1,35,,,,,,,,13,,14,115_14,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,2,4,10,8,,2,1,2,3,1,15,,,,,,,,13,,14,115_14,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,3,1,38,7,,4,4,9,10,4,90,,,,,,,,13,,15,115_15,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,3,2,31,7,,2,5,6,9,2,60,,,,,,,,13,,15,115_15,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,3,3,18,3,,1,3,5,5,1,20,,,,,,,,13,,15,115_15,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,3,4,17,2,,3,1,5,6,1,20,,,,,,,,13,,15,115_15,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,4,1,30,5,,2,7,8,7,2,60,,,,,,,,13,,16,115_16,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,4,2,32,6,,2,5,8,10,1,50,,,,,,,,13,,16,115_16,115PM,115PMNS,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,4,3,8,2,,1,2,1,3,1,30,,,,,,,,13,,16,115_16,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,4,4,7,3,,1,1,1,3,1,15,,,,,,,,13,,16,115_16,115PM,115PMEW,,,,,,,,,,0,0,0,0
115,PM,"Faisal Alshibli",16,2,,,,,,,,,,,,3,4,,,,"Much busier than the first hour",,13,,,,115PM,,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,1,1,1,,,,,,,,,,,,,,,,,14,14,1,116_1,116AM,116AMNS,,,,,,,,,,0,0,2,1
116,AM,"Joseph Reyes",17,1,1,2,,,,,,,,,,,,,,,,,14,,1,116_1,116AM,116AMNS,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,1,1,3,1,,,1,1,,,,,,,,,,,,14,,1,116_1,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,1,1,4,2,,,,,1,1,1,,,,,,,,,14,,1,116_1,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,1,2,1,,,,,,,,,,,,,,,,,14,,2,116_2,116AM,116AMNS,,,,,,,,,,0,0,2,1
116,AM,"Joseph Reyes",17,1,2,2,,,,,,,,,,,,,,,,,14,,2,116_2,116AM,116AMNS,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,1,2,3,3,,,,1,1,1,,,,,,,,,,14,,2,116_2,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,1,2,4,12,3,,,,8,8,2,3,,,,,,,,14,,2,116_2,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,1,3,1,,,,,,,,,,,,,,,,,14,,3,116_3,116AM,116AMNS,,,,,,,,,,0,0,2,1
116,AM,"Joseph Reyes",17,1,3,2,,,,,,,,,,,,,,,,,14,,3,116_3,116AM,116AMNS,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,1,3,3,1,2,,,,,,1,1,,,,,,,,14,,3,116_3,116AM,116AMEW,,1,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,1,3,4,5,3,,,,4,4,4,3,,,,,,,,14,,3,116_3,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,1,4,1,1,,,,,,,,,,,,,,,,14,,4,116_4,116AM,116AMNS,,,,,,,,,,0,0,2,1
116,AM,"Joseph Reyes",17,1,4,2,,,,,,,,,,,,,,,,,14,,4,116_4,116AM,116AMNS,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,1,4,3,1,,,,,,,,,,,,,,,,14,,4,116_4,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,1,4,4,7,2,,,2,1,3,,5,,,,,,,,14,,4,116_4,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,1,,,,,,,,,,,,,1,,,,,,14,,,,116AM,,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,2,1,1,,,,,,,,,,,,,,,,,14,,5,116_5,116AM,116AMNS,,,,,,,,,,0,0,2,1
116,AM,"Joseph Reyes",17,2,1,2,,,,,,,,,,,,,,,,,14,,5,116_5,116AM,116AMNS,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,2,1,3,3,1,,,2,,1,,1,,,,,,,,14,,5,116_5,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,2,1,4,6,1,,,,4,6,3,6,,,,,,,,14,,5,116_5,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,2,2,1,,,,,,,,,,,,,,,,,14,,6,116_6,116AM,116AMNS,,,,,,,,,,0,0,2,1
116,AM,"Joseph Reyes",17,2,2,2,,,,,,,,,3,,,,,,,,14,,6,116_6,116AM,116AMNS,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,2,2,3,2,,,,1,2,4,4,,,,,,,,,14,,6,116_6,116AM,116AMEW,,,,,,,1,1,,0,0,3,1
116,AM,"Joseph Reyes",17,2,2,4,10,2,,,2,7,8,4,,,,,,,,,14,,6,116_6,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,2,3,1,,,,,,,,,,,,,,,,,14,,7,116_7,116AM,116AMNS,,,,,,,,,,0,0,2,1
116,AM,"Joseph Reyes",17,2,3,2,,,,,,,,,,,,,,,,,14,,7,116_7,116AM,116AMNS,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,2,3,3,2,,,,1,1,1,,,,,,,,,,14,,7,116_7,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,2,3,4,13,6,,,,11,14,4,2,,,,,,,,14,,7,116_7,116AM,116AMEW,,,,,,,1,,,0,0,3,1
116,AM,"Joseph Reyes",17,2,4,1,,,,,,,,,,,,,,,,,14,,8,116_8,116AM,116AMNS,,,,,,,,,,0,0,2,1
116,AM,"Joseph Reyes",17,2,4,2,1,,,,,,,,,,,,,,,,14,,8,116_8,116AM,116AMNS,,,,,,,,,,0,0,0,0
116,AM,"Joseph Reyes",17,2,4,3,3,1,,,1,,,,,,,,,,,,14,,8,116_8,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,2,4,4,2,1,,,1,2,2,1,1,,,,,,,,14,,8,116_8,116AM,116AMEW,,,,,,,,,,0,0,3,1
116,AM,"Joseph Reyes",17,2,,,,,,,,,,,,1,,,,,,,14,,,,116AM,,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,1,1,2,1,,,,1,2,,,,,,,,,,14,,9,116_9,116PM,116PMNS,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,1,2,,,,,,,,,,,,,,,,,14,,9,116_9,116PM,116PMNS,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,1,3,14,,,,1,,5,,5,,,,,,,,14,,9,116_9,116PM,116PMEW,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,1,4,6,,,,1,4,5,,,,,,,,,,14,,9,116_9,116PM,116PMEW,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,2,1,3,,,,,,1,,1,,,,,,,,14,,10,116_10,116PM,116PMNS,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,2,2,,,,,,,,,,,,,,,,,14,,10,116_10,116PM,116PMNS,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,2,3,17,6,,,2,,7,1,1,,,,,,,,14,,10,116_10,116PM,116PMEW,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,2,4,7,,,,,3,4,,5,,,,,,,,14,,10,116_10,116PM,116PMEW,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,3,1,,,,,,,,,2,,,,,,,,14,,11,116_11,116PM,116PMNS,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,3,2,,,,,,,,,,,,,,,,,14,,11,116_11,116PM,116PMNS,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,3,3,16,8,,,,2,9,1,5,,,,,,,,14,,11,116_11,116PM,116PMEW,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,3,4,3,2,,,,2,3,1,,,,,,,,,14,,11,116_11,116PM,116PMEW,,,,,,,,,,0,0,0,0
116,PM,"Cliff Anderson",18,1,4,1,1,,,,,1,1,,,,,,,,,,14,,12,116_12,116PM,116PMNS,,,,,,,,,,0,0,0,0
